x1,x2,y
0.1802696888767692,0.03895048297524917,0.256735409794462
0.7249339291921478,0.8404072091754549,0.2430366456692004
0.012780814590608647,0.9747432146397432,0.4352285553346611
0.8507950893767787,1.4599289404416371,-0.05935235607013256
0.8939041702850812,1.7143084941456592,-0.11680606530823662
0.6323340138234961,0.04096722558246535,0.09633188402018161
0.3163673116125404,0.3158246133498739,0.40359319716489245
0.8182753578641435,0.6892489819184349,0.17764613538916885
0.11166123199466038,0.1679062866441141,0.3786964133424143
0.5995433962576555,0.11134735917015681,0.27535463780623237
0.4016764806306522,1.695957995093949,0.0942469551283871
0.6020640512488246,1.1047676430109945,0.4272252050252748
0.9866733303584686,0.6761080992990556,0.14656076221368614
0.7964357539879462,0.12737286154931082,0.222533680726817
0.07002280262450244,0.63873541410182,0.03996737211400613
0.29026366713531204,1.580202246867579,0.23683059828170477
0.7926213850799262,1.1236374202897568,0.27070353599703245
0.3614835422032018,0.3376345971709056,0.242518438960283
0.7328253363481761,0.12577524772140092,0.04896979388609424
0.770548066415019,0.5999040188611087,0.37293858161232285
0.7346677209045017,1.8658092543746918,-0.10839824580457447
0.35843792834815624,1.6131335818554422,0.1547248274610699
0.6526147399155839,1.6219331479101347,0.11836084432435992
0.9574440528259551,0.6677488429021847,0.3948491346264604
0.9498333057371812,0.66872830832248,0.33113326935087023
0.3656701675771531,0.9230805827746009,0.013473958984727138
0.019343362298242628,1.519298935104347,0.03541047168908007
0.6228340076529896,1.4799030355957894,0.05915775829966993
0.36761762506764994,0.33805762118150473,0.4214478664977539
0.8330374085844274,1.468425974610706,0.3185459513802288
0.6480564419758135,1.3921323495413145,-0.02131987453229256
0.7676322349393081,0.6681657886046781,0.23674797635927292
0.3188702397585751,1.1365793378545326,0.2628880407715323
0.5755585410552345,0.6363743879740953,0.12286248477435657
0.8449385308721757,0.6043293755752215,0.2438277708767554
0.09141458692565019,0.6019583396818677,0.050452817433422115
0.34371330696030433,1.4186020355428715,0.3383887631304522
0.6252248400713203,0.5386070803570888,0.3499362562350631
0.6269978191913107,1.6513044581445004,0.04767405960797011
0.9111216648007269,0.8310073384496806,0.15430146394520786
0.5190077415876589,1.8449004765417398,0.02830256860526742
0.4939130011335059,0.9949927054965249,0.2924933587356631
0.4477711603657113,1.1012789419047377,0.43131543465068467
0.9324137189386374,1.6813708607772897,-0.11351833946112955
0.5565211058717441,0.7328544220829685,0.46098056173604274
0.31367915310335437,1.8615318449185387,-0.2447712463791018
0.42039077484565157,1.9199252946809635,-0.09398135337266345
0.9321486216692217,1.0777005837701514,0.09715758598143726
0.7129629202330348,1.0431469827916062,0.22392644420019053
0.13648451325554378,0.2898389238090209,0.4859320924553057
0.9560582640482871,1.9318617933986333,-0.10833009393114945
0.04587020519081331,1.1078545456431719,0.3060442979213602
0.6480464731725969,0.10586569822947456,0.15330272355714203
0.705884258625311,0.11016966421157193,0.461536490525053
0.9890811615793559,0.4955992849664044,0.06183307442238082
0.9796933083190055,1.5344325692283483,0.11258254783084841
